Symbol,Date,Open,High,Low,Close,Volume
AAB.TO,01 Jan 2019,0.06,0.06,0.06,0.06,0
AAV.TO,01 Jan 2019,1.98,1.98,1.98,1.98,0
ABT.TO,01 Jan 2019,7.74,7.74,7.74,7.74,0
ABX.TO,01 Jan 2019,18.43,18.43,18.43,18.43,0
AC.TO,01 Jan 2019,25.96,25.96,25.96,25.96,0
ACB.TO,01 Jan 2019,6.78,6.78,6.78,6.78,0
ACB.WT.TO,01 Jan 2019,3.35,3.35,3.35,3.35,0
ACD.TO,01 Jan 2019,9.09,9.09,9.09,9.09,0
ACD.DB.TO,01 Jan 2019,95.75,95.75,95.75,95.75,0
ACI.TO,01 Jan 2019,16.22,16.22,16.22,16.22,0
ACO.X.TO,01 Jan 2019,38.61,38.61,38.61,38.61,0
ACO.Y.TO,01 Jan 2019,38.55,38.55,38.55,38.55,0
ACQ.TO,01 Jan 2019,11.35,11.35,11.35,11.35,0
ACZ.UN.TO,01 Jan 2019,11.17,11.17,11.17,11.17,0
AD.TO,01 Jan 2019,16.99,16.99,16.99,16.99,0
ADN.TO,01 Jan 2019,15.13,15.13,15.13,15.13,0
ADVZ.TO,01 Jan 2019,25.76,25.76,25.76,25.76,0
ADVZ.U.TO,01 Jan 2019,19,19,19,19,0
ADW.A.TO,01 Jan 2019,13.69,13.69,13.69,13.69,0
ADW.B.TO,01 Jan 2019,13.5,13.5,13.5,13.5,0
AEF.TO,01 Jan 2019,0.9,0.9,0.9,0.9,0
AEF.WT.TO,01 Jan 2019,0.02,0.02,0.02,0.02,0
AEM.TO,01 Jan 2019,55.1,55.1,55.1,55.1,0
AEZS.TO,01 Jan 2019,4.06,4.06,4.06,4.06,0
AFN.TO,01 Jan 2019,46.8,46.8,46.8,46.8,0
AFN.DB.B.TO,01 Jan 2019,101,101,101,101,0
AFN.DB.C.TO,01 Jan 2019,101,101,101,101,0
AFN.DB.D.TO,01 Jan 2019,100.01,100.01,100.01,100.01,0
AFN.DB.E.TO,01 Jan 2019,99,99,99,99,0
AGF.B.TO,01 Jan 2019,4.82,4.82,4.82,4.82,0
AGI.TO,01 Jan 2019,4.91,4.91,4.91,4.91,0
AGT.TO,01 Jan 2019,16.64,16.64,16.64,16.64,0
AHY.UN.TO,01 Jan 2019,7,7,7,7,0
AI.TO,01 Jan 2019,12.59,12.59,12.59,12.59,0
AI.DB.TO,01 Jan 2019,98.51,98.51,98.51,98.51,0
AI.DB.A.TO,01 Jan 2019,100,100,100,100,0
AI.DB.B.TO,01 Jan 2019,100.65,100.65,100.65,100.65,0
AI.DB.C.TO,01 Jan 2019,95.8,95.8,95.8,95.8,0
AI.DB.D.TO,01 Jan 2019,97,97,97,97,0
AIF.TO,01 Jan 2019,23.67,23.67,23.67,23.67,0
AII.TO,01 Jan 2019,0.65,0.65,0.65,0.65,0
AIM.TO,01 Jan 2019,3.69,3.69,3.69,3.69,0
AIM.PR.A.TO,01 Jan 2019,24.5,24.5,24.5,24.5,0
AIM.PR.B.TO,01 Jan 2019,24.46,24.46,24.46,24.46,0
AIM.PR.C.TO,01 Jan 2019,24.59,24.59,24.59,24.59,0
AJX.TO,01 Jan 2019,0.8,0.8,0.8,0.8,0
AKG.TO,01 Jan 2019,0.87,0.87,0.87,0.87,0
AKT.A.TO,01 Jan 2019,4.07,4.07,4.07,4.07,0
AKT.B.TO,01 Jan 2019,4.6,4.6,4.6,4.6,0
AKU.TO,01 Jan 2019,3.99,3.99,3.99,3.99,0
AKU.U.TO,01 Jan 2019,3.4,3.4,3.4,3.4,0
ALA.TO,01 Jan 2019,13.9,13.9,13.9,13.9,0
ALA.PR.A.TO,01 Jan 2019,14.67,14.67,14.67,14.67,0
ALA.PR.B.TO,01 Jan 2019,15,15,15,15,0
ALA.PR.E.TO,01 Jan 2019,18.11,18.11,18.11,18.11,0
ALA.PR.G.TO,01 Jan 2019,17.26,17.26,17.26,17.26,0
ALA.PR.I.TO,01 Jan 2019,20.68,20.68,20.68,20.68,0
ALA.PR.K.TO,01 Jan 2019,18.8,18.8,18.8,18.8,0
ALA.PR.U.TO,01 Jan 2019,18.12,18.12,18.12,18.12,0
ALB.TO,01 Jan 2019,23.25,23.25,23.25,23.25,0
ALC.TO,01 Jan 2019,12.68,12.68,12.68,12.68,0
ALC.DB.A.TO,01 Jan 2019,100,100,100,100,0
ALO.TO,01 Jan 2019,1.15,1.15,1.15,1.15,0
ALS.TO,01 Jan 2019,10.81,10.81,10.81,10.81,0
ALYA.TO,01 Jan 2019,3.2,3.2,3.2,3.2,0
AMM.TO,01 Jan 2019,0.91,0.91,0.91,0.91,0
ANX.TO,01 Jan 2019,0.23,0.23,0.23,0.23,0
AOI.TO,01 Jan 2019,1.08,1.08,1.08,1.08,0
AP.UN.TO,01 Jan 2019,44.32,44.32,44.32,44.32,0
APHA.TO,01 Jan 2019,7.85,7.85,7.85,7.85,0
APR.UN.TO,01 Jan 2019,8.97,8.97,8.97,8.97,0
APS.TO,01 Jan 2019,2.6,2.6,2.6,2.6,0
APY.TO,01 Jan 2019,2.12,2.12,2.12,2.12,0
AQA.TO,01 Jan 2019,0.2,0.2,0.2,0.2,0
AQN.TO,01 Jan 2019,13.73,13.73,13.73,13.73,0
AQN.PR.A.TO,01 Jan 2019,20.39,20.39,20.39,20.39,0
AQN.PR.D.TO,01 Jan 2019,23.1,23.1,23.1,23.1,0
AQY.A.TO,01 Jan 2019,10,10,10,10,0
AQY.WT.TO,01 Jan 2019,0.4,0.4,0.4,0.4,0
AR.TO,01 Jan 2019,1.56,1.56,1.56,1.56,0
ARE.TO,01 Jan 2019,17.61,17.61,17.61,17.61,0
ARE.DB.C.TO,01 Jan 2019,103,103,103,103,0
ARG.TO,01 Jan 2019,0.89,0.89,0.89,0.89,0
ARX.TO,01 Jan 2019,8.1,8.1,8.1,8.1,0
ASM.TO,01 Jan 2019,0.84,0.84,0.84,0.84,0
ASM.WT.TO,01 Jan 2019,0.06,0.06,0.06,0.06,0
ASND.TO,01 Jan 2019,0.41,0.41,0.41,0.41,0
ASO.TO,01 Jan 2019,2.3,2.3,2.3,2.3,0
ASP.TO,01 Jan 2019,0.12,0.12,0.12,0.12,0
ASR.TO,01 Jan 2019,2.52,2.52,2.52,2.52,0
ATA.TO,01 Jan 2019,14.39,14.39,14.39,14.39,0
ATD.A.TO,01 Jan 2019,67.95,67.95,67.95,67.95,0
ATD.B.TO,01 Jan 2019,67.91,67.91,67.91,67.91,0
ATH.TO,01 Jan 2019,0.99,0.99,0.99,0.99,0
ATL.TO,01 Jan 2019,0.08,0.08,0.08,0.08,0
ATP.TO,01 Jan 2019,2.96,2.96,2.96,2.96,0
ATP.DB.D.TO,01 Jan 2019,100.5,100.5,100.5,100.5,0
ATP.DB.E.TO,01 Jan 2019,99.09,99.09,99.09,99.09,0
ATZ.TO,01 Jan 2019,16.4,16.4,16.4,16.4,0
AUG.TO,01 Jan 2019,1.25,1.25,1.25,1.25,0
AUMN.TO,01 Jan 2019,0.32,0.32,0.32,0.32,0
AUP.TO,01 Jan 2019,9.28,9.28,9.28,9.28,0
