Symbol,Date,Open,High,Low,Close,Volume
AAB.TO,19 Mar 2019,0.05,0.05,0.05,0.05,123000
AAV.TO,19 Mar 2019,2.33,2.39,2.31,2.36,2042392
ABT.TO,19 Mar 2019,9.25,9.25,9.04,9.08,74285
ABX.TO,19 Mar 2019,17.34,17.37,17.04,17.1,4093916
AC.TO,19 Mar 2019,31.6,32.01,31.39,31.75,965495
ACB.TO,19 Mar 2019,13.5,13.67,13.06,13.22,21912290
ACB.WT.TO,19 Mar 2019,9.5,9.66,9.11,9.26,145357
ACD.TO,19 Mar 2019,9.8,10,9.8,10,1450
ACI.TO,19 Mar 2019,17.3,17.3,17.05,17.18,82039
ACO.X.TO,19 Mar 2019,44.8,44.84,44.13,44.18,338618
ACO.Y.TO,19 Mar 2019,44.3,44.3,44.2,44.2,200
ACQ.TO,19 Mar 2019,11.45,11.94,11.21,11.86,240013
AD.TO,19 Mar 2019,20.87,21.06,20.76,20.81,109215
ADN.TO,19 Mar 2019,17.4,17.4,17.2,17.23,2621
ADVZ.TO,19 Mar 2019,24.04,24.09,23.72,23.72,1055
ADW.A.TO,19 Mar 2019,13.16,13.46,13.02,13.02,12113
AEF.TO,19 Mar 2019,0.78,0.78,0.77,0.77,1000
AEF.WT.TO,19 Mar 2019,0.01,0.01,0.01,0.01,30000
AEM.TO,19 Mar 2019,58.06,58.21,57.37,57.67,620064
AEZS.TO,19 Mar 2019,5.49,5.61,5.35,5.61,70447
AFN.TO,19 Mar 2019,60.5,60.96,59.67,60.17,90463
AFN.DB.B.TO,19 Mar 2019,100.01,100.01,100.01,100.01,25000
AFN.DB.C.TO,19 Mar 2019,107.25,108.5,107,108,259000
AFN.DB.D.TO,19 Mar 2019,101,101.3,100.57,101.3,66000
AFN.DB.E.TO,19 Mar 2019,99.26,99.89,98.62,98.62,200000
AFN.DB.F.TO,19 Mar 2019,99.99,99.99,98.99,99,3715000
AGF.B.TO,19 Mar 2019,5.5,5.63,5.5,5.55,318160
AGI.TO,19 Mar 2019,6.73,6.76,6.63,6.71,634807
AGT.TO,19 Mar 2019,17.85,17.85,17.78,17.79,18533
AI.TO,19 Mar 2019,13.26,13.3,13.23,13.3,45716
AI.DB.TO,19 Mar 2019,100.26,100.26,100.26,100.26,2000
AI.DB.A.TO,19 Mar 2019,99.99,100.01,99.99,100.01,219000
AI.DB.B.TO,19 Mar 2019,100.51,100.51,100.5,100.5,14000
AI.DB.C.TO,19 Mar 2019,98.26,98.27,98.25,98.26,6000
AI.DB.D.TO,19 Mar 2019,99,100,99,99.99,53000
AIF.TO,19 Mar 2019,26,26.05,25.6,25.67,43822
AII.TO,19 Mar 2019,0.75,0.8,0.71,0.79,116156
AIM.TO,19 Mar 2019,3.7,3.77,3.64,3.7,2381864
AIM.PR.A.TO,19 Mar 2019,23,23,22.5,22.5,600
AIM.PR.B.TO,19 Mar 2019,22.56,22.56,22.25,22.45,1300
AIM.PR.C.TO,19 Mar 2019,22.75,22.75,22.4,22.4,2350
AJX.TO,19 Mar 2019,0.7,0.72,0.7,0.7,7200
AKG.TO,19 Mar 2019,0.87,0.9,0.87,0.87,25201
AKT.A.TO,19 Mar 2019,3.79,3.89,3.73,3.73,8000
AKU.TO,19 Mar 2019,4.5,4.5,4.5,4.5,500
AKU.U.TO,19 Mar 2019,3.41,3.41,3.35,3.35,3061
ALA.TO,19 Mar 2019,17.92,18.06,17.66,17.82,925566
ALA.PR.A.TO,19 Mar 2019,14.95,15.19,14.95,15.19,89815
ALA.PR.B.TO,19 Mar 2019,15.14,15.15,14.96,15,1968
ALA.PR.E.TO,19 Mar 2019,18.63,18.77,18.62,18.76,1500
ALA.PR.G.TO,19 Mar 2019,17.06,17.06,17.06,17.06,100
ALA.PR.I.TO,19 Mar 2019,21.9,22.33,21.9,22.04,5825
ALA.PR.K.TO,19 Mar 2019,19.69,19.86,19.62,19.85,7000
ALA.PR.U.TO,19 Mar 2019,20,20.01,19.99,20,4900
ALB.PR.C.TO,19 Mar 2019,25.77,25.77,25.77,25.77,700
ALC.TO,19 Mar 2019,12.91,13,12.9,12.95,6500
ALEF.TO,19 Mar 2019,2.29,2.43,2.26,2.39,3324898
ALO.TO,19 Mar 2019,0.98,1,0.98,0.99,127954
ALS.TO,19 Mar 2019,13.31,13.37,13.1,13.17,32757
ALYA.TO,19 Mar 2019,3.85,3.87,3.75,3.75,38276
AMM.TO,19 Mar 2019,0.76,0.8,0.76,0.8,45521
ANX.TO,19 Mar 2019,0.28,0.28,0.27,0.27,67664
AOI.TO,19 Mar 2019,1.13,1.16,1.12,1.12,78470
AP.UN.TO,19 Mar 2019,48.74,48.74,48.31,48.35,182894
APHA.TO,19 Mar 2019,13.93,14.14,13.42,13.71,6416055
APR.UN.TO,19 Mar 2019,10.7,10.77,10.67,10.77,55802
APS.TO,19 Mar 2019,2.95,2.96,2.85,2.87,27751
AQA.TO,19 Mar 2019,0.2,0.2,0.2,0.2,500
AQN.TO,19 Mar 2019,14.92,14.94,14.71,14.74,1346685
AQN.PR.A.TO,19 Mar 2019,20.11,20.48,20.11,20.15,1660
AQN.PR.D.TO,19 Mar 2019,21.36,21.36,21.36,21.36,400
AQY.A.TO,19 Mar 2019,10.04,10.08,10.04,10.08,3900
AQY.WT.TO,19 Mar 2019,0.14,0.14,0.14,0.14,1500
AR.TO,19 Mar 2019,1.7,1.72,1.69,1.71,101429
ARE.TO,19 Mar 2019,18.45,18.49,18.17,18.18,211570
ARE.DB.C.TO,19 Mar 2019,104.02,104.02,104,104,76000
ARG.TO,19 Mar 2019,1.1,1.11,1.08,1.1,47900
ARX.TO,19 Mar 2019,9.75,9.82,9.38,9.39,1702544
ASM.TO,19 Mar 2019,0.81,0.84,0.81,0.82,17880
ASM.WT.TO,19 Mar 2019,0.07,0.07,0.07,0.07,3000
ASND.TO,19 Mar 2019,0.55,0.56,0.51,0.55,21719
ASO.TO,19 Mar 2019,2.53,2.55,2.47,2.55,5975
ASP.TO,19 Mar 2019,0.14,0.14,0.13,0.13,21883
ASR.TO,19 Mar 2019,3.71,3.85,3.67,3.78,819683
ATA.TO,19 Mar 2019,19.2,19.5,19.09,19.35,174572
ATD.A.TO,19 Mar 2019,74.11,74.11,72.6,72.6,2337
ATD.B.TO,19 Mar 2019,74.05,74.05,72.1,72.18,1188875
ATH.TO,19 Mar 2019,0.89,0.9,0.87,0.87,497262
ATL.TO,19 Mar 2019,0.08,0.08,0.08,0.08,16000
ATP.TO,19 Mar 2019,3.51,3.51,3.39,3.45,42041
ATP.DB.D.TO,19 Mar 2019,100.04,100.05,100.04,100.05,3000
ATZ.TO,19 Mar 2019,16.98,17.43,16.9,17.4,495161
AUG.TO,19 Mar 2019,1.59,1.66,1.59,1.61,118830
AUMN.TO,19 Mar 2019,0.43,0.43,0.4,0.41,10000
AUP.TO,19 Mar 2019,8.42,8.62,8.36,8.6,37911
AVL.TO,19 Mar 2019,0.05,0.05,0.05,0.05,191207
AVP.TO,19 Mar 2019,0.06,0.07,0.06,0.07,66000
AW.UN.TO,19 Mar 2019,38.68,38.68,37.86,38.15,13000
AX.PR.A.TO,19 Mar 2019,21.3,21.44,21.3,21.44,1200
AX.PR.E.TO,19 Mar 2019,20.17,20.24,20.17,20.23,5993
AX.PR.G.TO,19 Mar 2019,21.73,21.73,21.72,21.72,1500
AX.PR.I.TO,19 Mar 2019,24.09,24.15,24.09,24.15,5533
AX.UN.TO,19 Mar 2019,11.06,11.13,11.02,11.02,523790
