Symbol,Date,Open,High,Low,Close,Volume
AAB.TO,21 Mar 2019,0.06,0.06,0.06,0.06,10000
AAV.TO,21 Mar 2019,2.28,2.51,2.28,2.46,3472376
ABT.TO,21 Mar 2019,9.11,9.17,9.07,9.15,50523
ABX.TO,21 Mar 2019,17.5,17.79,17.37,17.76,4376593
AC.TO,21 Mar 2019,31.4,31.71,31.38,31.46,644508
ACB.TO,21 Mar 2019,12.87,13.16,12.76,12.78,10669300
ACB.WT.TO,21 Mar 2019,8.87,9.11,8.78,8.83,52946
ACI.TO,21 Mar 2019,17.14,17.25,17.14,17.25,3131
ACO.X.TO,21 Mar 2019,44.66,44.76,44.28,44.38,270402
ACQ.TO,21 Mar 2019,11.48,11.58,11.3,11.46,55857
ACZ.UN.TO,21 Mar 2019,12.6,12.6,12.6,12.6,400
AD.TO,21 Mar 2019,20.7,21,20.7,20.83,79140
ADN.TO,21 Mar 2019,17.06,17.19,17.03,17.03,6201
ADVZ.TO,21 Mar 2019,24,24,23.46,23.88,3200
ADVZ.U.TO,21 Mar 2019,18.47,18.47,18.47,18.47,100
ADW.A.TO,21 Mar 2019,13.01,13.06,12.93,13,21754
AEF.TO,21 Mar 2019,0.78,0.78,0.78,0.78,2000
AEF.WT.TO,21 Mar 2019,0.02,0.02,0.02,0.02,5000
AEM.TO,21 Mar 2019,59.11,59.54,58.46,59.29,727880
AEZS.TO,21 Mar 2019,5.65,5.75,5.58,5.7,33400
AFN.TO,21 Mar 2019,60.22,61.39,60.22,61.3,54789
AFN.DB.D.TO,21 Mar 2019,101.26,101.51,101.2,101.22,68000
AFN.DB.E.TO,21 Mar 2019,98.99,100.12,98.99,100.12,54000
AFN.DB.F.TO,21 Mar 2019,99.95,100,99.9,100,1086000
AGF.B.TO,21 Mar 2019,5.48,5.58,5.46,5.52,62122
AGI.TO,21 Mar 2019,6.81,7.04,6.73,7,1517026
AGT.TO,21 Mar 2019,17.79,17.8,17.77,17.79,40696
AHY.UN.TO,21 Mar 2019,7.66,7.77,7.66,7.77,2200
AI.TO,21 Mar 2019,13.24,13.29,13.24,13.25,19268
AI.DB.A.TO,21 Mar 2019,100,100,100,100,217000
AI.DB.D.TO,21 Mar 2019,100.01,100.01,100,100,6000
AIF.TO,21 Mar 2019,25.14,25.81,25.14,25.67,56616
AII.TO,21 Mar 2019,0.79,0.84,0.79,0.84,67300
AIM.TO,21 Mar 2019,3.72,3.77,3.72,3.75,47705
AIM.PR.A.TO,21 Mar 2019,22.49,22.85,22.4,22.4,5708
AIM.PR.B.TO,21 Mar 2019,22.69,23,22.69,23,500
AIM.PR.C.TO,21 Mar 2019,22.49,22.95,22.02,22.9,25950
AKG.TO,21 Mar 2019,0.9,0.9,0.87,0.87,148800
AKT.A.TO,21 Mar 2019,3.62,3.79,3.62,3.7,6611
AKU.TO,21 Mar 2019,4.64,4.65,4.64,4.65,1000
AKU.U.TO,21 Mar 2019,3.25,3.3,3.25,3.27,4990
ALA.TO,21 Mar 2019,17.65,18.07,17.59,18,1055344
ALA.PR.A.TO,21 Mar 2019,15.03,15.03,14.93,14.95,8600
ALA.PR.B.TO,21 Mar 2019,15.05,15.05,15.05,15.05,1000
ALA.PR.E.TO,21 Mar 2019,18.79,18.79,18.67,18.67,2820
ALA.PR.G.TO,21 Mar 2019,17,17,16.76,16.76,1483
ALA.PR.I.TO,21 Mar 2019,22.12,22.2,21.82,21.85,12000
ALA.PR.K.TO,21 Mar 2019,19.78,19.83,19.75,19.83,11425
ALA.PR.U.TO,21 Mar 2019,19.87,19.87,19.71,19.71,1600
ALB.TO,21 Mar 2019,26.49,26.49,26.2,26.2,392
ALC.TO,21 Mar 2019,13,13,12.85,12.86,4938
ALC.DB.A.TO,21 Mar 2019,101.51,102,101.3,102,27000
ALEF.TO,21 Mar 2019,2.26,2.26,2.16,2.18,2227927
ALO.TO,21 Mar 2019,1,1.04,1,1,95845
ALS.TO,21 Mar 2019,13.11,13.23,13.11,13.15,35541
ALYA.TO,21 Mar 2019,3.82,3.85,3.8,3.85,5942
AMM.TO,21 Mar 2019,0.79,0.81,0.79,0.81,46900
ANX.TO,21 Mar 2019,0.28,0.29,0.28,0.29,318125
AOI.TO,21 Mar 2019,1.2,1.26,1.2,1.25,158429
AP.UN.TO,21 Mar 2019,48.58,49.28,48.57,49.16,104125
APHA.TO,21 Mar 2019,13.39,13.59,13.08,13.39,2444183
APR.UN.TO,21 Mar 2019,10.77,10.78,10.72,10.75,59232
APS.TO,21 Mar 2019,3.01,3.25,3.01,3.24,74545
APY.TO,21 Mar 2019,2.37,2.37,2.37,2.37,511
AQA.TO,21 Mar 2019,0.22,0.22,0.21,0.21,5500
AQN.TO,21 Mar 2019,14.9,15.09,14.88,14.95,2557373
AQN.PR.A.TO,21 Mar 2019,20.48,20.48,20.45,20.46,500
AQN.PR.D.TO,21 Mar 2019,21.67,21.67,21.66,21.66,300
AQY.A.TO,21 Mar 2019,10.06,10.06,10.06,10.06,1700
AQY.WT.TO,21 Mar 2019,0.13,0.13,0.08,0.13,59461
AR.TO,21 Mar 2019,1.87,1.89,1.85,1.87,442097
ARE.TO,21 Mar 2019,17.87,18.28,17.87,18.1,237343
ARG.TO,21 Mar 2019,1.11,1.12,1.1,1.12,97938
ARX.TO,21 Mar 2019,9.65,9.77,9.57,9.63,2011776
ASM.TO,21 Mar 2019,0.86,0.86,0.81,0.83,15520
ASM.WT.TO,21 Mar 2019,0.07,0.07,0.07,0.07,4000
ASND.TO,21 Mar 2019,0.58,0.58,0.5,0.54,163750
ASO.TO,21 Mar 2019,2.39,2.39,2.39,2.39,150
ASP.TO,21 Mar 2019,0.17,0.18,0.16,0.17,189498
ASR.TO,21 Mar 2019,3.88,3.91,3.78,3.89,891195
ATA.TO,21 Mar 2019,18.89,19.46,18.89,19.37,113853
ATD.A.TO,21 Mar 2019,72.07,72.45,70.86,71.84,2536
ATD.B.TO,21 Mar 2019,72,72.57,70.78,71.6,958607
ATH.TO,21 Mar 2019,0.89,0.9,0.88,0.89,1664616
ATP.TO,21 Mar 2019,3.49,3.53,3.39,3.39,53421
ATP.DB.D.TO,21 Mar 2019,100.02,100.02,100.02,100.02,1000
ATZ.TO,21 Mar 2019,17.03,17.09,16.87,16.98,299282
AUG.TO,21 Mar 2019,1.69,1.73,1.64,1.64,133555
AUMN.TO,21 Mar 2019,0.41,0.41,0.4,0.4,4000
AUP.TO,21 Mar 2019,9.09,9.23,8.73,9.01,71279
AVL.TO,21 Mar 2019,0.05,0.06,0.05,0.06,484379
AVP.TO,21 Mar 2019,0.06,0.06,0.06,0.06,2497
AW.UN.TO,21 Mar 2019,37.8,38.24,37.79,38.18,9812
AX.PR.A.TO,21 Mar 2019,21.45,21.74,21.45,21.69,3800
AX.PR.E.TO,21 Mar 2019,20.15,20.17,20,20.14,6400
AX.PR.G.TO,21 Mar 2019,21.5,21.6,21.5,21.6,3300
AX.PR.I.TO,21 Mar 2019,23.99,24,23.66,24,5945
AX.UN.TO,21 Mar 2019,11.1,11.19,11.08,11.12,349478
AXR.TO,21 Mar 2019,1.76,1.82,1.71,1.71,84650
AYM.TO,21 Mar 2019,3.7,3.7,3.7,3.7,100
AZP.PR.A.TO,21 Mar 2019,14.25,14.34,14.25,14.3,6100
AZP.PR.B.TO,21 Mar 2019,18.46,18.5,18.31,18.45,1535
AZP.PR.C.TO,21 Mar 2019,17.76,17.76,17.56,17.56,2500
AZZ.TO,21 Mar 2019,0.23,0.23,0.22,0.22,82200
BAD.TO,21 Mar 2019,40.33,40.84,40.2,40.21,104294
BAM.A.TO,21 Mar 2019,61.75,62.86,61.75,62.36,1166449
BAM.PF.A.TO,21 Mar 2019,21.31,21.38,21.3,21.38,1324
BAM.PF.B.TO,21 Mar 2019,18.8,18.9,18.8,18.89,3250
BAM.PF.C.TO,21 Mar 2019,21.4,21.43,21.3,21.35,4406
BAM.PF.D.TO,21 Mar 2019,21.76,21.76,21.75,21.75,2300
BAM.PF.E.TO,21 Mar 2019,18.1,18.1,18,18.03,2185
BAM.PF.F.TO,21 Mar 2019,20.31,20.31,20.03,20.03,4146
BAM.PF.G.TO,21 Mar 2019,19.86,19.86,19.54,19.54,1050
BAM.PF.H.TO,21 Mar 2019,25.6,25.6,25.51,25.53,5299
BAM.PF.I.TO,21 Mar 2019,25.26,25.3,25.2,25.25,8425
BAM.PF.J.TO,21 Mar 2019,24.12,24.12,23.85,23.87,3800
BAM.PR.B.TO,21 Mar 2019,12.25,12.3,12.25,12.3,740
BAM.PR.C.TO,21 Mar 2019,12.16,12.3,12.1,12.3,7383
BAM.PR.E.TO,21 Mar 2019,17.76,17.76,17.75,17.75,2000
BAM.PR.K.TO,21 Mar 2019,12.37,12.37,12.2,12.2,1300
BAM.PR.M.TO,21 Mar 2019,21.06,21.06,21,21,1945
BAM.PR.N.TO,21 Mar 2019,21.05,21.05,21.04,21.04,200
BAM.PR.R.TO,21 Mar 2019,16.62,16.62,16.26,16.36,2676
BAM.PR.S.TO,21 Mar 2019,16.48,16.48,16.34,16.35,1527
BAM.PR.T.TO,21 Mar 2019,16.55,16.6,16.52,16.6,1500
BAM.PR.X.TO,21 Mar 2019,14.47,14.47,14.32,14.35,6165
BAM.PR.Z.TO,21 Mar 2019,20.84,20.84,20.55,20.55,3154
